path_id,step,state,action,reward,next_state,image_path
0,1,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_1.png
0,2,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_2.png
0,3,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_3.png
0,4,"(1, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_4.png
0,5,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_5.png
0,6,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_6.png
0,7,"(1, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_7.png
0,8,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_8.png
0,9,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_9.png
0,10,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_10.png
0,11,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_11.png
0,12,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_12.png
0,13,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_0_step_13.png
0,14,"(0, 1)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_14.png
0,15,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_0_step_15.png
0,16,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_0_step_16.png
0,17,"(0, 1)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_17.png
0,18,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_0_step_18.png
0,19,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_19.png
0,20,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_0_step_20.png
0,21,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_0_step_21.png
0,22,"(0, 1)",2,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_0_step_22.png
0,23,"(1, 1)",0,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_0_step_23.png
0,24,"(1, 1)",0,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_0_step_24.png
0,25,"(1, 1)",1,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_0_step_25.png
0,26,"(1, 1)",2,-0.011111111111111112,"(2, 1)",map_3x3/path_images/path_0_step_26.png
0,27,"(2, 1)",1,1,"(2, 2)",map_3x3/path_images/path_0_step_27.png
1,1,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_1.png
1,2,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_2.png
1,3,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_3.png
1,4,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_4.png
1,5,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_5.png
1,6,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_6.png
1,7,"(1, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_7.png
1,8,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_8.png
1,9,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_9.png
1,10,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_10.png
1,11,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_11.png
1,12,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_12.png
1,13,"(0, 1)",2,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_13.png
1,14,"(1, 1)",1,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_14.png
1,15,"(1, 1)",0,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_15.png
1,16,"(1, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_16.png
1,17,"(0, 1)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_17.png
1,18,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_18.png
1,19,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_19.png
1,20,"(0, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_20.png
1,21,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_21.png
1,22,"(0, 1)",2,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_22.png
1,23,"(1, 1)",2,-0.011111111111111112,"(2, 1)",map_3x3/path_images/path_1_step_23.png
1,24,"(2, 1)",3,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_24.png
1,25,"(1, 1)",0,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_25.png
1,26,"(1, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_26.png
1,27,"(0, 1)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_27.png
1,28,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_28.png
1,29,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_29.png
1,30,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_30.png
1,31,"(1, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_31.png
1,32,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_32.png
1,33,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_33.png
1,34,"(1, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_34.png
1,35,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_35.png
1,36,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_36.png
1,37,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_37.png
1,38,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_38.png
1,39,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_39.png
1,40,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_40.png
1,41,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_41.png
1,42,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_42.png
1,43,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_43.png
1,44,"(0, 1)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_44.png
1,45,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_45.png
1,46,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_46.png
1,47,"(0, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_47.png
1,48,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_48.png
1,49,"(1, 0)",1,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_49.png
1,50,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_50.png
1,51,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_51.png
1,52,"(1, 0)",0,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_1_step_52.png
1,53,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_1_step_53.png
1,54,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_54.png
1,55,"(0, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_55.png
1,56,"(0, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_56.png
1,57,"(0, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_57.png
1,58,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_58.png
1,59,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_59.png
1,60,"(0, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_1_step_60.png
1,61,"(0, 1)",2,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_1_step_61.png
1,62,"(1, 1)",2,-0.011111111111111112,"(2, 1)",map_3x3/path_images/path_1_step_62.png
1,63,"(2, 1)",0,-0.011111111111111112,"(2, 0)",map_3x3/path_images/path_1_step_63.png
1,64,"(2, 0)",1,-0.011111111111111112,"(2, 1)",map_3x3/path_images/path_1_step_64.png
1,65,"(2, 1)",1,1,"(2, 2)",map_3x3/path_images/path_1_step_65.png
2,1,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_2_step_1.png
2,2,"(0, 1)",2,-0.011111111111111112,"(1, 1)",map_3x3/path_images/path_2_step_2.png
2,3,"(1, 1)",2,-0.011111111111111112,"(2, 1)",map_3x3/path_images/path_2_step_3.png
2,4,"(2, 1)",1,1,"(2, 2)",map_3x3/path_images/path_2_step_4.png
3,1,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_3_step_1.png
3,2,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_3_step_2.png
3,3,"(0, 0)",2,-0.011111111111111112,"(1, 0)",map_3x3/path_images/path_3_step_3.png
3,4,"(1, 0)",3,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_3_step_4.png
3,5,"(0, 0)",0,-0.011111111111111112,"(0, 0)",map_3x3/path_images/path_3_step_5.png
3,6,"(0, 0)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_3_step_6.png
3,7,"(0, 1)",3,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_3_step_7.png
3,8,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_3_step_8.png
3,9,"(0, 1)",1,-0.011111111111111112,"(0, 1)",map_3x3/path_images/path_3_step_9.png
