path_id,step,state,action,reward,next_state,image_path
0,0,0,2,0.0,1,map_4x4/path_images/path_0_step_0.png
0,1,1,0,0.0,0,map_4x4/path_images/path_0_step_1.png
0,2,0,1,0.0,4,map_4x4/path_images/path_0_step_2.png
0,3,4,1,0.0,8,map_4x4/path_images/path_0_step_3.png
0,4,8,2,0.0,9,map_4x4/path_images/path_0_step_4.png
0,5,9,1,0.0,13,map_4x4/path_images/path_0_step_5.png
0,6,13,0,0.0,12,map_4x4/path_images/path_0_step_6.png
0,7,12,3,0.0,8,map_4x4/path_images/path_0_step_7.png
0,8,8,3,0.0,4,map_4x4/path_images/path_0_step_8.png
0,9,4,1,0.0,8,map_4x4/path_images/path_0_step_9.png
0,10,8,2,0.0,9,map_4x4/path_images/path_0_step_10.png
0,11,9,3,0.0,5,map_4x4/path_images/path_0_step_11.png
0,12,5,0,0.0,4,map_4x4/path_images/path_0_step_12.png
0,13,4,2,0.0,5,map_4x4/path_images/path_0_step_13.png
0,14,5,0,0.0,4,map_4x4/path_images/path_0_step_14.png
0,15,4,2,0.0,5,map_4x4/path_images/path_0_step_15.png
0,16,5,1,0.0,9,map_4x4/path_images/path_0_step_16.png
0,17,9,0,0.0,8,map_4x4/path_images/path_0_step_17.png
0,18,8,1,0.0,12,map_4x4/path_images/path_0_step_18.png
0,19,12,3,0.0,8,map_4x4/path_images/path_0_step_19.png
0,20,8,2,0.0,9,map_4x4/path_images/path_0_step_20.png
0,21,9,3,0.0,5,map_4x4/path_images/path_0_step_21.png
0,22,5,0,0.0,4,map_4x4/path_images/path_0_step_22.png
0,23,4,3,0.0,0,map_4x4/path_images/path_0_step_23.png
0,24,0,1,0.0,4,map_4x4/path_images/path_0_step_24.png
0,25,4,3,0.0,0,map_4x4/path_images/path_0_step_25.png
0,26,0,2,0.0,1,map_4x4/path_images/path_0_step_26.png
0,27,1,0,0.0,0,map_4x4/path_images/path_0_step_27.png
0,28,0,2,0.0,1,map_4x4/path_images/path_0_step_28.png
0,29,1,2,0.0,2,map_4x4/path_images/path_0_step_29.png
0,30,2,1,0.0,6,map_4x4/path_images/path_0_step_30.png
1,0,0,1,0.0,4,map_4x4/path_images/path_1_step_0.png
1,1,4,3,0.0,0,map_4x4/path_images/path_1_step_1.png
1,2,0,1,0.0,4,map_4x4/path_images/path_1_step_2.png
1,3,4,2,0.0,5,map_4x4/path_images/path_1_step_3.png
1,4,5,1,0.0,9,map_4x4/path_images/path_1_step_4.png
1,5,9,2,0.0,10,map_4x4/path_images/path_1_step_5.png
1,6,10,3,0.0,6,map_4x4/path_images/path_1_step_6.png
2,0,0,1,0.0,4,map_4x4/path_images/path_2_step_0.png
2,1,4,2,0.0,5,map_4x4/path_images/path_2_step_1.png
2,2,5,3,0.0,1,map_4x4/path_images/path_2_step_2.png
2,3,1,1,0.0,5,map_4x4/path_images/path_2_step_3.png
2,4,5,2,0.0,6,map_4x4/path_images/path_2_step_4.png
2,5,6,0,0,6,map_4x4/path_images/path_2_step_5.png
2,6,6,2,0,6,map_4x4/path_images/path_2_step_6.png
3,0,0,1,0.0,4,map_4x4/path_images/path_3_step_0.png
3,1,4,3,0.0,0,map_4x4/path_images/path_3_step_1.png
3,2,0,1,0.0,4,map_4x4/path_images/path_3_step_2.png
3,3,4,2,0.0,5,map_4x4/path_images/path_3_step_3.png
3,4,5,2,0.0,6,map_4x4/path_images/path_3_step_4.png
4,0,0,1,0.0,4,map_4x4/path_images/path_4_step_0.png
