path_id,step,state,action,reward,next_state,image_path
0,0,0,1,0.0,7,map_7x7/path_images/path_0_step_0.png
0,1,7,1,0.0,14,map_7x7/path_images/path_0_step_1.png
0,2,14,3,0.0,7,map_7x7/path_images/path_0_step_2.png
0,3,7,2,0.0,8,map_7x7/path_images/path_0_step_3.png
0,4,8,0,0.0,7,map_7x7/path_images/path_0_step_4.png
0,5,7,1,0.0,14,map_7x7/path_images/path_0_step_5.png
0,6,14,1,0.0,21,map_7x7/path_images/path_0_step_6.png
0,7,21,2,0.0,22,map_7x7/path_images/path_0_step_7.png
0,8,22,3,0.0,15,map_7x7/path_images/path_0_step_8.png
0,9,15,2,0.0,16,map_7x7/path_images/path_0_step_9.png
0,10,16,0,0,16,map_7x7/path_images/path_0_step_10.png
0,11,16,2,0,16,map_7x7/path_images/path_0_step_11.png
1,0,0,2,0.0,1,map_7x7/path_images/path_1_step_0.png
1,1,1,1,0.0,8,map_7x7/path_images/path_1_step_1.png
1,2,8,0,0.0,7,map_7x7/path_images/path_1_step_2.png
1,3,7,1,0.0,14,map_7x7/path_images/path_1_step_3.png
1,4,14,1,0.0,21,map_7x7/path_images/path_1_step_4.png
1,5,21,3,0.0,14,map_7x7/path_images/path_1_step_5.png
1,6,14,1,0.0,21,map_7x7/path_images/path_1_step_6.png
1,7,21,3,0.0,14,map_7x7/path_images/path_1_step_7.png
1,8,14,2,0.0,15,map_7x7/path_images/path_1_step_8.png
1,9,15,1,0.0,22,map_7x7/path_images/path_1_step_9.png
1,10,22,0,0.0,21,map_7x7/path_images/path_1_step_10.png
1,11,21,2,0.0,22,map_7x7/path_images/path_1_step_11.png
1,12,22,3,0.0,15,map_7x7/path_images/path_1_step_12.png
1,13,15,2,0.0,16,map_7x7/path_images/path_1_step_13.png
2,0,0,2,0.0,1,map_7x7/path_images/path_2_step_0.png
2,1,1,0,0.0,0,map_7x7/path_images/path_2_step_1.png
2,2,0,2,0.0,1,map_7x7/path_images/path_2_step_2.png
2,3,1,1,0.0,8,map_7x7/path_images/path_2_step_3.png
2,4,8,3,0.0,1,map_7x7/path_images/path_2_step_4.png
2,5,1,2,0.0,2,map_7x7/path_images/path_2_step_5.png
2,6,2,0,0.0,1,map_7x7/path_images/path_2_step_6.png
2,7,1,1,0.0,8,map_7x7/path_images/path_2_step_7.png
2,8,8,3,0.0,1,map_7x7/path_images/path_2_step_8.png
2,9,1,1,0.0,8,map_7x7/path_images/path_2_step_9.png
2,10,8,2,0.0,9,map_7x7/path_images/path_2_step_10.png
2,11,9,0,0.0,8,map_7x7/path_images/path_2_step_11.png
2,12,8,3,0.0,1,map_7x7/path_images/path_2_step_12.png
2,13,1,1,0.0,8,map_7x7/path_images/path_2_step_13.png
2,14,8,2,0.0,9,map_7x7/path_images/path_2_step_14.png
2,15,9,0,0.0,8,map_7x7/path_images/path_2_step_15.png
2,16,8,0,0.0,7,map_7x7/path_images/path_2_step_16.png
2,17,7,3,0.0,0,map_7x7/path_images/path_2_step_17.png
2,18,0,1,0.0,7,map_7x7/path_images/path_2_step_18.png
2,19,7,2,0.0,8,map_7x7/path_images/path_2_step_19.png
2,20,8,0,0.0,7,map_7x7/path_images/path_2_step_20.png
2,21,7,1,0.0,14,map_7x7/path_images/path_2_step_21.png
2,22,14,1,0.0,21,map_7x7/path_images/path_2_step_22.png
2,23,21,2,0.0,22,map_7x7/path_images/path_2_step_23.png
2,24,22,1,0.0,29,map_7x7/path_images/path_2_step_24.png
2,25,29,0,0.0,28,map_7x7/path_images/path_2_step_25.png
2,26,28,2,0,28,map_7x7/path_images/path_2_step_26.png
2,27,28,0,0,28,map_7x7/path_images/path_2_step_27.png
3,0,0,1,0.0,7,map_7x7/path_images/path_3_step_0.png
3,1,7,2,0.0,8,map_7x7/path_images/path_3_step_1.png
3,2,8,3,0.0,1,map_7x7/path_images/path_3_step_2.png
3,3,1,2,0.0,2,map_7x7/path_images/path_3_step_3.png
3,4,2,0,0.0,1,map_7x7/path_images/path_3_step_4.png
3,5,1,0,0.0,0,map_7x7/path_images/path_3_step_5.png
3,6,0,2,0.0,1,map_7x7/path_images/path_3_step_6.png
3,7,1,0,0.0,0,map_7x7/path_images/path_3_step_7.png
3,8,0,2,0.0,1,map_7x7/path_images/path_3_step_8.png
3,9,1,1,0.0,8,map_7x7/path_images/path_3_step_9.png
3,10,8,0,0.0,7,map_7x7/path_images/path_3_step_10.png
3,11,7,3,0.0,0,map_7x7/path_images/path_3_step_11.png
3,12,0,1,0.0,7,map_7x7/path_images/path_3_step_12.png
3,13,7,2,0.0,8,map_7x7/path_images/path_3_step_13.png
3,14,8,1,0.0,15,map_7x7/path_images/path_3_step_14.png
3,15,15,0,0.0,14,map_7x7/path_images/path_3_step_15.png
3,16,14,2,0.0,15,map_7x7/path_images/path_3_step_16.png
3,17,15,0,0.0,14,map_7x7/path_images/path_3_step_17.png
3,18,14,1,0.0,21,map_7x7/path_images/path_3_step_18.png
3,19,21,2,0.0,22,map_7x7/path_images/path_3_step_19.png
3,20,22,3,0.0,15,map_7x7/path_images/path_3_step_20.png
3,21,15,1,0.0,22,map_7x7/path_images/path_3_step_21.png
3,22,22,3,0.0,15,map_7x7/path_images/path_3_step_22.png
3,23,15,0,0.0,14,map_7x7/path_images/path_3_step_23.png
3,24,14,1,0.0,21,map_7x7/path_images/path_3_step_24.png
3,25,21,2,0.0,22,map_7x7/path_images/path_3_step_25.png
3,26,22,1,0.0,29,map_7x7/path_images/path_3_step_26.png
3,27,29,2,0.0,30,map_7x7/path_images/path_3_step_27.png
3,28,30,3,0,30,map_7x7/path_images/path_3_step_28.png
3,29,30,0,0,30,map_7x7/path_images/path_3_step_29.png
4,0,0,2,0.0,1,map_7x7/path_images/path_4_step_0.png
4,1,1,0,0.0,0,map_7x7/path_images/path_4_step_1.png
4,2,0,2,0.0,1,map_7x7/path_images/path_4_step_2.png
4,3,1,1,0.0,8,map_7x7/path_images/path_4_step_3.png
4,4,8,3,0.0,1,map_7x7/path_images/path_4_step_4.png
4,5,1,0,0.0,0,map_7x7/path_images/path_4_step_5.png
4,6,0,2,0.0,1,map_7x7/path_images/path_4_step_6.png
4,7,1,0,0.0,0,map_7x7/path_images/path_4_step_7.png
4,8,0,2,0.0,1,map_7x7/path_images/path_4_step_8.png
4,9,1,1,0.0,8,map_7x7/path_images/path_4_step_9.png
4,10,8,3,0.0,1,map_7x7/path_images/path_4_step_10.png
4,11,1,0,0.0,0,map_7x7/path_images/path_4_step_11.png
4,12,0,1,0.0,7,map_7x7/path_images/path_4_step_12.png
4,13,7,3,0.0,0,map_7x7/path_images/path_4_step_13.png
4,14,0,2,0.0,1,map_7x7/path_images/path_4_step_14.png
4,15,1,0,0.0,0,map_7x7/path_images/path_4_step_15.png
4,16,0,2,0.0,1,map_7x7/path_images/path_4_step_16.png
4,17,1,0,0.0,0,map_7x7/path_images/path_4_step_17.png
4,18,0,2,0.0,1,map_7x7/path_images/path_4_step_18.png
4,19,1,0,0.0,0,map_7x7/path_images/path_4_step_19.png
4,20,0,2,0.0,1,map_7x7/path_images/path_4_step_20.png
4,21,1,2,0.0,2,map_7x7/path_images/path_4_step_21.png
4,22,2,2,0.0,3,map_7x7/path_images/path_4_step_22.png
4,23,3,0,0.0,2,map_7x7/path_images/path_4_step_23.png
4,24,2,1,0.0,9,map_7x7/path_images/path_4_step_24.png
4,25,9,3,0.0,2,map_7x7/path_images/path_4_step_25.png
4,26,2,2,0.0,3,map_7x7/path_images/path_4_step_26.png
4,27,3,2,0.0,4,map_7x7/path_images/path_4_step_27.png
4,28,4,0,0.0,3,map_7x7/path_images/path_4_step_28.png
4,29,3,2,0.0,4,map_7x7/path_images/path_4_step_29.png
4,30,4,2,0.0,5,map_7x7/path_images/path_4_step_30.png
4,31,5,0,0.0,4,map_7x7/path_images/path_4_step_31.png
4,32,4,2,0.0,5,map_7x7/path_images/path_4_step_32.png
4,33,5,0,0.0,4,map_7x7/path_images/path_4_step_33.png
4,34,4,2,0.0,5,map_7x7/path_images/path_4_step_34.png
4,35,5,1,0.0,12,map_7x7/path_images/path_4_step_35.png
4,36,12,0,0.0,11,map_7x7/path_images/path_4_step_36.png
4,37,11,3,0.0,4,map_7x7/path_images/path_4_step_37.png
4,38,4,1,0.0,11,map_7x7/path_images/path_4_step_38.png
4,39,11,2,0.0,12,map_7x7/path_images/path_4_step_39.png
4,40,12,3,0.0,5,map_7x7/path_images/path_4_step_40.png
4,41,5,2,0.0,6,map_7x7/path_images/path_4_step_41.png
4,42,6,1,0,6,map_7x7/path_images/path_4_step_42.png
4,43,6,0,0,6,map_7x7/path_images/path_4_step_43.png
5,0,0,1,0.0,7,map_7x7/path_images/path_5_step_0.png
5,1,7,1,0.0,14,map_7x7/path_images/path_5_step_1.png
5,2,14,3,0.0,7,map_7x7/path_images/path_5_step_2.png
5,3,7,3,0.0,0,map_7x7/path_images/path_5_step_3.png
5,4,0,1,0.0,7,map_7x7/path_images/path_5_step_4.png
5,5,7,2,0.0,8,map_7x7/path_images/path_5_step_5.png
5,6,8,1,0.0,15,map_7x7/path_images/path_5_step_6.png
5,7,15,2,0.0,16,map_7x7/path_images/path_5_step_7.png
5,8,16,1,0,16,map_7x7/path_images/path_5_step_8.png
5,9,16,0,0,16,map_7x7/path_images/path_5_step_9.png
6,0,0,2,0.0,1,map_7x7/path_images/path_6_step_0.png
