path_id,step,state,action,reward,next_state,image_path
0,1,"(0, 0)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_1.png
0,2,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_2.png
0,3,"(0, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_3.png
0,4,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_4.png
0,5,"(0, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_5.png
0,6,"(0, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_6.png
0,7,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_7.png
0,8,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_8.png
0,9,"(0, 1)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_9.png
0,10,"(0, 0)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_10.png
0,11,"(0, 0)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_11.png
0,12,"(0, 0)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_12.png
0,13,"(0, 0)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_13.png
0,14,"(0, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_14.png
0,15,"(0, 1)",2,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_15.png
0,16,"(1, 1)",1,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_16.png
0,17,"(1, 1)",0,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_17.png
0,18,"(1, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_18.png
0,19,"(0, 1)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_19.png
0,20,"(0, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_20.png
0,21,"(0, 0)",2,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_21.png
0,22,"(1, 0)",2,-0.004,"(2, 0)",map_5x5/path_images/path_0_step_22.png
0,23,"(2, 0)",3,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_23.png
0,24,"(1, 0)",1,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_24.png
0,25,"(1, 0)",1,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_25.png
0,26,"(1, 0)",1,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_26.png
0,27,"(1, 0)",1,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_27.png
0,28,"(1, 0)",0,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_28.png
0,29,"(1, 0)",1,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_29.png
0,30,"(1, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_30.png
0,31,"(0, 0)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_31.png
0,32,"(0, 1)",2,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_32.png
0,33,"(1, 1)",1,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_33.png
0,34,"(1, 1)",1,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_34.png
0,35,"(1, 1)",2,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_35.png
0,36,"(1, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_36.png
0,37,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_37.png
0,38,"(0, 1)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_38.png
0,39,"(0, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_39.png
0,40,"(0, 0)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_40.png
0,41,"(0, 0)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_41.png
0,42,"(0, 0)",2,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_42.png
0,43,"(1, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_43.png
0,44,"(0, 0)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_44.png
0,45,"(0, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_45.png
0,46,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_46.png
0,47,"(0, 1)",2,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_47.png
0,48,"(1, 1)",1,-0.004,"(1, 1)",map_5x5/path_images/path_0_step_48.png
0,49,"(1, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_49.png
0,50,"(0, 1)",1,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_50.png
0,51,"(0, 1)",3,-0.004,"(0, 1)",map_5x5/path_images/path_0_step_51.png
0,52,"(0, 1)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_52.png
0,53,"(0, 0)",0,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_53.png
0,54,"(0, 0)",2,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_54.png
0,55,"(1, 0)",0,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_55.png
0,56,"(1, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_56.png
0,57,"(0, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_57.png
0,58,"(0, 0)",3,-0.004,"(0, 0)",map_5x5/path_images/path_0_step_58.png
0,59,"(0, 0)",2,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_59.png
0,60,"(1, 0)",2,-0.004,"(2, 0)",map_5x5/path_images/path_0_step_60.png
0,61,"(2, 0)",2,-0.004,"(3, 0)",map_5x5/path_images/path_0_step_61.png
0,62,"(3, 0)",0,-0.004,"(3, 0)",map_5x5/path_images/path_0_step_62.png
0,63,"(3, 0)",1,-0.004,"(3, 0)",map_5x5/path_images/path_0_step_63.png
0,64,"(3, 0)",1,-0.004,"(3, 0)",map_5x5/path_images/path_0_step_64.png
0,65,"(3, 0)",2,-0.004,"(4, 0)",map_5x5/path_images/path_0_step_65.png
0,66,"(4, 0)",1,-0.004,"(4, 1)",map_5x5/path_images/path_0_step_66.png
0,67,"(4, 1)",3,-0.004,"(3, 1)",map_5x5/path_images/path_0_step_67.png
0,68,"(3, 1)",3,-0.004,"(3, 1)",map_5x5/path_images/path_0_step_68.png
0,69,"(3, 1)",2,-0.004,"(4, 1)",map_5x5/path_images/path_0_step_69.png
0,70,"(4, 1)",0,-0.004,"(4, 0)",map_5x5/path_images/path_0_step_70.png
0,71,"(4, 0)",0,-0.004,"(4, 0)",map_5x5/path_images/path_0_step_71.png
0,72,"(4, 0)",2,-0.004,"(4, 0)",map_5x5/path_images/path_0_step_72.png
0,73,"(4, 0)",3,-0.004,"(3, 0)",map_5x5/path_images/path_0_step_73.png
0,74,"(3, 0)",3,-0.004,"(2, 0)",map_5x5/path_images/path_0_step_74.png
0,75,"(2, 0)",0,-0.004,"(2, 0)",map_5x5/path_images/path_0_step_75.png
0,76,"(2, 0)",3,-0.004,"(1, 0)",map_5x5/path_images/path_0_step_76.png
0,77,"(1, 0)",2,-0.004,"(2, 0)",map_5x5/path_images/path_0_step_77.png
0,78,"(2, 0)",1,-0.004,"(2, 1)",map_5x5/path_images/path_0_step_78.png
